task_id,T_rl,T_base,ratio_rl_base,term_rl,term_base
3993,62,32,1.9375,cone,cone
3994,59,58,1.0172413793103448,lateral,lateral
3995,46,36,1.2777777777777777,cone,cone
3996,93,88,1.0568181818181819,cone,cone
3997,13,13,1.0,collision,collision
3998,62,28,2.2142857142857144,jl,cone
3999,25,21,1.1904761904761905,cone,cone
4000,31,31,1.0,lateral,lateral
4001,71,71,1.0,lateral,lateral
4002,18,16,1.125,cone,cone
4003,15,24,0.625,collision,jl
4004,21,18,1.1666666666666667,cone,cone
4005,27,19,1.4210526315789473,cone,cone
4006,86,47,1.8297872340425532,cone,cone
4007,19,19,1.0,cone,cone
4008,82,77,1.0649350649350648,cone,cone
4009,31,24,1.2916666666666667,cone,cone
4010,1,72,0.013888888888888888,jl,cone
4011,18,35,0.5142857142857142,jl,cone
4012,36,29,1.2413793103448276,cone,cone
4013,84,36,2.3333333333333335,cone,cone
4014,76,30,2.533333333333333,cone,cone
4015,45,37,1.2162162162162162,cone,cone
4016,100,20,5.0,cone,cone
4017,6,19,0.3157894736842105,jl,cone
4018,17,17,1.0,jl,cone
4019,35,35,1.0,cone,cone
4020,58,49,1.183673469387755,cone,cone
4021,48,51,0.9411764705882353,cone,cone
4022,50,50,1.0,lateral,lateral
4023,33,33,1.0,jl,cone
4024,13,13,1.0,lateral,lateral
4025,88,33,2.6666666666666665,cone,cone
4026,98,48,2.0416666666666665,cone,cone
4027,36,35,1.0285714285714285,cone,cone
4028,23,25,0.92,cone,cone
4029,73,38,1.9210526315789473,cone,cone
4030,28,43,0.6511627906976745,jl,cone
4031,60,40,1.5,jl,cone
4032,10,12,0.8333333333333334,jl,jl
4033,19,19,1.0,lateral,lateral
4034,9,10,0.9,jl,jl
4035,39,37,1.054054054054054,cone,cone
4036,46,48,0.9583333333333334,cone,cone
4037,29,25,1.16,cone,cone
4038,59,59,1.0,lateral,lateral
4039,63,60,1.05,cone,cone
4040,40,39,1.0256410256410255,cone,cone
4041,64,78,0.8205128205128205,cone,cone
4042,35,26,1.3461538461538463,cone,cone
4043,44,41,1.0731707317073171,jl,cone
4044,22,20,1.1,cone,cone
4045,62,30,2.066666666666667,cone,cone
4046,27,24,1.125,jl,cone
4047,48,39,1.2307692307692308,cone,cone
4048,22,22,1.0,cone,cone
4049,31,37,0.8378378378378378,cone,cone
4050,17,18,0.9444444444444444,cone,cone
4051,83,60,1.3833333333333333,lateral,cone
4052,38,29,1.3103448275862069,jl,cone
4053,29,25,1.16,cone,cone
4054,69,51,1.3529411764705883,cone,cone
4055,33,24,1.375,cone,cone
4056,16,15,1.0666666666666667,cone,cone
4057,80,51,1.5686274509803921,cone,cone
4058,43,37,1.162162162162162,lateral,cone
4059,30,29,1.0344827586206897,cone,cone
4060,27,41,0.6585365853658537,jl,cone
4061,102,84,1.2142857142857142,cone,cone
4062,50,48,1.0416666666666667,cone,cone
4063,62,31,2.0,cone,cone
4064,29,27,1.0740740740740742,jl,cone
4065,32,22,1.4545454545454546,cone,cone
4066,9,10,0.9,jl,jl
4067,20,20,1.0,cone,cone
4068,40,26,1.5384615384615385,cone,cone
4069,19,19,1.0,lateral,lateral
4070,66,45,1.4666666666666666,jl,cone
4071,46,32,1.4375,jl,cone
4072,1,21,0.047619047619047616,jl,jl
4073,49,27,1.8148148148148149,cone,cone
4074,41,42,0.9761904761904762,cone,cone
4075,1,38,0.02631578947368421,jl,collision
4076,10,30,0.3333333333333333,jl,cone
4077,19,18,1.0555555555555556,cone,cone
4078,1,24,0.041666666666666664,jl,cone
4079,21,22,0.9545454545454546,jl,cone
4080,30,29,1.0344827586206897,cone,cone
4081,33,33,1.0,cone,cone
4082,78,40,1.95,cone,cone
4083,34,36,0.9444444444444444,jl,cone
4084,70,53,1.320754716981132,cone,cone
4085,37,39,0.9487179487179487,cone,cone
4086,51,39,1.3076923076923077,cone,cone
4087,13,13,1.0,lateral,lateral
4088,24,19,1.263157894736842,jl,cone
4089,54,41,1.3170731707317074,cone,cone
4090,13,16,0.8125,jl,cone
4091,22,21,1.0476190476190477,cone,cone
4092,59,32,1.84375,cone,cone
4093,38,28,1.3571428571428572,cone,cone
4094,42,34,1.2352941176470589,jl,jl
4095,50,34,1.4705882352941178,cone,cone
4096,36,29,1.2413793103448276,cone,cone
4097,12,12,1.0,cone,cone
4098,27,24,1.125,cone,cone
4099,5,39,0.1282051282051282,jl,cone
4100,40,43,0.9302325581395349,cone,cone
4101,92,49,1.8775510204081634,cone,cone
4102,80,78,1.0256410256410255,cone,cone
4103,12,14,0.8571428571428571,jl,jl
4104,29,24,1.2083333333333333,cone,cone
4105,55,85,0.6470588235294118,jl,cone
4106,70,55,1.2727272727272727,cone,cone
4107,71,64,1.109375,jl,cone
4108,36,29,1.2413793103448276,cone,cone
4109,47,34,1.3823529411764706,cone,cone
4110,19,18,1.0555555555555556,cone,cone
4111,65,37,1.7567567567567568,cone,cone
4112,58,43,1.3488372093023255,cone,cone
4113,46,27,1.7037037037037037,collision,cone
4114,47,39,1.205128205128205,cone,cone
4115,64,45,1.4222222222222223,cone,cone
4116,9,12,0.75,collision,collision
4117,93,37,2.5135135135135136,cone,cone
4118,31,26,1.1923076923076923,cone,cone
4119,16,18,0.8888888888888888,cone,cone
4120,98,29,3.3793103448275863,cone,cone
4121,37,28,1.3214285714285714,cone,cone
4122,14,33,0.42424242424242425,jl,cone
